鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元
大安區,建物,臺北市大安區樂利路27巷1~30號,0.0,住,,,10305,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0961113,169.67,3,2,2,有,有,有,59868,353,,0.0,0
大安區,建物,臺北市大安區和平東路二段18巷3弄1~30號,0.0,,,,10303,土地0建物1車位0,一層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0880909,129.35,3,2,2,有,無,有,40000,309,坡道平面,0.0,0
,車位,臺北市萬華區貴陽街二段91~120號,0.0,,,,10305,土地0建物0車位1,,,其他,,,,0.0,0,0,0,有,有,無,4500,,坡道平面,39.47,4500
萬華區,房地(土地+建物),臺北市萬華區東園街28巷31~60號,10.41,住,,,10303,土地1建物1車位0,二層,6,套房(1房1廳1衛),見使用執照,鋼筋混凝土造,0810921,38.44,1,0,1,有,有,有,8500,221,,0.0,0
萬華區,建物,臺北市萬華區中華路二段416巷61~90號,0.0,住,,,10304,土地0建物1車位0,二層,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1010625,182.73000000000002,3,2,2,有,有,有,28000,153,,0.0,0
松山區,建物,臺北市松山區光復南路58巷1~30號,0.0,住,,,10305,土地0建物1車位1,八層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010911,221.64,3,2,2,有,有,有,79000,356,坡道平面,40.66,0
信義區,建物,臺北市信義區永吉路30巷121~150號,0.0,住,,,10304,土地0建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0961231,113.5,2,1,1,有,無,有,37000,326,,0.0,0
松山區,建物,臺北市松山區民權東路三段103巷1~30號,0.0,住,,,10305,土地0建物1車位0,九層,10,華廈(10層含以下有電梯),國民住宅,鋼筋混凝土造,0740408,99.99000000000001,3,2,1,有,無,有,43600,436,,0.0,0
信義區,建物,臺北市信義區基隆路一段91~120號,0.0,商,,,10304,土地0建物2車位0,一層,14,店面(店鋪),見使用執照,鋼筋混凝土造,0910104,139.4,0,0,0,無,有,有,55000,395,,0.0,0
松山區,建物,臺北市松山區南京東路四段61~90號,0.0,商,,,10303,土地0建物1車位0,三層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0621226,102.6,0,0,0,無,無,無,40000,390,,0.0,0
松山區,建物,臺北市松山區敦化北路151~180號,0.0,,,,10304,土地0建物1車位1,十二層,19,辦公商業大樓,商業用,鋼骨混凝土造,0781125,398.44,0,0,0,無,有,無,289869,728,坡道平面,0.0,0
信義區,建物,臺北市信義區永吉路1~30號,0.0,商,,,10305,土地0建物1車位0,一層,11,店面(店鋪),商業用,鋼筋混凝土造,0831103,114.37,0,0,0,無,無,無,28000,245,,0.0,0
中山區,建物,臺北市中山區長春路1~30號,0.0,商,,,10305,土地0建物1車位0,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990212,52.16,1,1,1,有,有,有,35000,671,,0.0,0
中山區,建物,臺北市中山區民權西路9巷1~30號,0.0,商,,,10305,土地0建物1車位0,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011112,79.22,1,1,1,有,有,有,50000,631,,0.0,0
中山區,建物,臺北市中山區中山北路二段93巷1~30號,0.0,商,,,10304,土地0建物1車位0,七層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0940803,42.620000000000005,1,1,1,有,有,有,31000,727,,0.0,0
中山區,建物,臺北市中山區林森北路121~150號,0.0,商,,,10305,土地0建物1車位0,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971215,46.160000000000004,1,1,1,有,有,有,25000,542,,0.0,0
中山區,建物,臺北市中山區新生北路三段1~30號,0.0,住,,,10305,土地0建物1車位0,九層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0950209,43.78,1,1,1,有,有,有,26500,605,,0.0,0
中山區,房地(土地+建物)+車位,臺北市中山區敬業一路36巷1~30號,55.84,商,,,10304,土地0建物1車位2,九層,11,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0990430,350.3,3,2,2,有,有,有,135000,385,坡道平面,61.04,0
中山區,房地(土地+建物)+車位,臺北市中山區敬業一路36巷1~30號,55.84,商,,,10304,土地0建物1車位2,九層,11,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0990430,350.3,3,2,2,有,有,有,135000,385,坡道平面,61.04,0
中山區,建物,臺北市中山區明水路672巷1~30號,0.0,商,,,10305,土地0建物1車位0,五層,7,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0941201,44.33,1,1,1,有,有,有,25000,564,,0.0,0
中山區,房地(土地+建物)+車位,臺北市中山區臺北市中山區南京東路三段48巷31~60號,128.53,住,,,10304,土地0建物1車位2,七層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930330,221.29000000000002,4,2,2,有,有,有,90000,407,坡道平面,66.0,0
中山區,房地(土地+建物)+車位,臺北市中山區臺北市中山區南京東路三段48巷31~60號,128.53,住,,,10304,土地0建物1車位2,七層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930330,221.29000000000002,4,2,2,有,有,有,90000,407,坡道平面,66.0,0
中山區,建物,臺北市中山區雙城街19巷1~30號,0.0,商,,,10304,土地0建物1車位0,十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970312,68.0,1,1,1,有,有,有,25000,368,,0.0,0
內湖區,建物,臺北市內湖區洲子街61~90號,0.0,,,,10304,土地0建物6車位0,九層,10,辦公商業大樓,工業用,鋼筋混凝土造,0930601,2052.96,0,0,0,無,有,有,714150,348,,0.0,0
內湖區,建物,臺北市內湖區內湖路一段301~330號,0.0,,,,10304,土地0建物1車位4,十層,13,辦公商業大樓,工業用,見使用執照,0910520,318.48,0,0,0,無,有,有,132000,414,坡道平面,0.0,0
內湖區,建物,臺北市內湖區新湖一路91~120號,0.0,,,,10304,土地0建物1車位4,五層,7,辦公商業大樓,見其他登記事項,鋼筋混凝土造,1010626,550.88,0,0,0,無,有,有,162800,296,坡道平面,0.0,0
內湖區,建物,臺北市內湖區瑞光路391~420號,0.0,,,,10303,土地0建物1車位0,一層,13,辦公商業大樓,商業用,鋼筋混凝土造,0920821,383.29,0,0,0,無,有,無,208710,545,,0.0,0
中山區,建物,臺北市中山區林森北路121~150號,0.0,住,,,10305,土地0建物1車位0,一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971215,19.74,0,0,1,有,無,有,13000,659,,0.0,0
內湖區,建物,臺北市內湖區陽光街331~360號,0.0,其他,,,10305,土地0建物1車位2,五層,8,辦公商業大樓,工業用,鋼筋混凝土造,0961116,534.44,0,0,0,無,有,無,140000,262,坡道平面,0.0,0
中山區,建物,臺北市中山區中山北路二段115巷1~30號,0.0,住,,,10304,土地0建物1車位0,十五層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0791019,160.03,3,2,2,有,有,有,43000,269,,0.0,0
中山區,建物,臺北市中山區林森北路259巷1~30號,0.0,商,,,10305,土地0建物1車位0,九層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850718,61.16,2,1,1,有,有,有,34000,556,,0.0,0
內湖區,建物,臺北市內湖區瑞光路391~420號,0.0,工,,,10305,土地0建物1車位0,三層,12,廠辦,工業用,見其他登記事項,0951128,372.4,0,0,0,無,有,有,150000,403,,0.0,0
中山區,建物,臺北市中山區中山北路二段77巷1~30號,0.0,商,,,10304,土地0建物1車位0,十二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0981027,113.62,3,1,1,有,有,有,50000,440,,0.0,0
中山區,建物,臺北市中山區農安街1~30號,0.0,商,,,10304,土地0建物1車位0,十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980622,51.86,1,1,1,有,有,有,32000,617,,0.0,0
內湖區,建物,臺北市內湖區瑞光路181~210號,0.0,工,,,10304,土地0建物1車位0,六層,12,廠辦,工業用,鋼筋混凝土造,0900402,262.55,0,0,0,有,有,有,100000,381,,0.0,0
內湖區,建物,臺北市內湖區瑞光路391~420號,0.0,工,,,10305,土地0建物1車位0,三層,12,廠辦,工業用,見其他登記事項,0951128,372.4,0,0,0,無,有,有,150000,403,,0.0,0
中山區,建物,臺北市中山區樂群二路116巷61弄1~30號,0.0,住,,,10304,土地0建物1車位2,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0990115,436.64,4,2,4,有,有,有,160000,366,坡道平面,109.26,0
松山區,建物,臺北市松山區南京東路四段1~30號,0.0,住,,,10304,土地0建物1車位0,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971205,55.870000000000005,1,2,1,有,有,有,30000,537,,0.0,0
松山區,建物,臺北市松山區八德路四段751~780號,0.0,商,,,10305,土地0建物1車位2,六層,16,辦公商業大樓,商業用,見使用執照,0880702,611.5600000000001,0,0,0,無,有,無,161000,263,坡道平面,0.0,0
信義區,房地(土地+建物),臺北市信義區松德路200巷1~30號,23.14,其他,,,10305,土地1建物1車位0,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0810507,131.67,4,2,2,有,無,有,53000,403,,0.0,0
大同區,建物,臺北市大同區市民大道一段181~210號,0.0,其他,,,10305,土地0建物1車位0,十五層,18,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0980724,98.77000000000001,2,1,1,有,有,有,52900,536,,0.0,0
萬華區,房地(土地+建物),臺北市萬華區中華路一段114巷1~30號,113.0,商,,,10304,土地1建物1車位0,全,2,透天厝,,木造,0340701,74.0,1,2,1,有,無,無,175000,2365,,0.0,0
中正區,建物,臺北市中正區開封街一段1~30號,0.0,商,,,10304,土地0建物0車位0,一層,5,華廈(10層含以下有電梯),,鋼筋混凝土造,,57.78,0,1,1,有,無,無,135000,2336,,0.0,0
大安區,建物,臺北市大安區基隆路二段121~150號,0.0,,,,10305,土地0建物1車位0,十一層,12,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,0941111,45.0,2,1,2,有,有,有,31000,689,,0.0,0
中正區,建物,臺北市中正區南昌路二段181~210號,0.0,商,,,10305,土地0建物1車位0,一層,15,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0800308,67.05,0,0,0,無,有,無,50000,746,,0.0,0
中正區,建物,臺北市中正區惠安街1~30號,0.0,商,,,10305,土地0建物1車位0,全,5,透天厝,商業用,鋼筋混凝土造,0720813,41.82,0,0,0,無,無,無,50000,1196,,0.0,0
文山區,房地(土地+建物)+車位,臺北市文山區車前路1~30號,34.26,商,,,10305,土地1建物1車位1,八層,10,辦公商業大樓,見使用執照,鋼筋混凝土造,0900117,279.79,0,0,0,無,無,無,79800,285,升降機械,0.0,0
士林區,建物,臺北市士林區中山北路六段728巷1~30號,166.19,住,,,10304,土地0建物1車位0,三層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0891006,166.19,4,2,2,有,無,有,70633,425,,0.0,0
士林區,建物,臺北市士林區忠誠路二段151~180號,0.0,住,,,10304,土地0建物1車位0,五層,26,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,0841103,291.15,3,2,2,有,有,有,95238,327,,0.0,0
大安區,建物,臺北市大安區新生南路一段161巷31~60號,0.0,住,,,10304,土地0建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,228.44,3,2,2,有,有,有,70000,306,,0.0,0
大安區,建物,臺北市大安區復興南路二段78巷30弄1~30號,0.0,住,,,10305,土地0建物1車位0,七層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0761105,132.87,3,2,2,有,有,有,36000,271,,0.0,0
大安區,建物,臺北市大安區復興南路二段31~60號,0.0,商,,,10305,土地0建物1車位0,十二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0691024,76.44,1,1,1,有,有,有,40000,523,,0.0,0
大安區,建物,臺北市大安區和平東路三段271~300號,0.0,住,,,10305,土地0建物1車位0,十層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0750321,118.05,3,2,2,有,有,有,40000,339,,0.0,0
大安區,建物,臺北市大安區和平東路三段464巷1~30號,0.0,住,,,10304,土地0建物1車位0,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0910704,93.34,1,1,1,有,有,有,35000,375,,0.0,0
大安區,建物,臺北市大安區大安路一段181~210號,0.0,住,,,10304,土地0建物3車位0,一層,6,店面(店鋪),商業用,鋼筋混凝土造,0840720,530.74,0,0,0,無,無,有,240000,452,,0.0,0
萬華區,建物,臺北市萬華區武昌街二段31~60號,0.0,商,,,10305,土地0建物1車位0,全,6,透天厝,,加強磚造,,421.58,0,6,6,有,無,無,675000,1601,,0.0,0
中正區,建物,臺北市中正區信義路二段151~180號,0.0,商,,,10304,土地0建物1車位0,十一層,13,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0970820,151.54,3,2,2,有,有,有,80000,528,,0.0,0
大同區,房地(土地+建物),臺北市大同區承德路二段151~180號,35.52,住,,,10304,土地2建物1車位0,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0980805,291.49,4,2,3,有,無,無,86700,297,,0.0,0
中正區,建物,臺北市中正區衡陽路1~30號,0.0,商,,,10304,土地0建物1車位0,二層,6,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0690926,105.54,1,1,1,有,無,無,33000,313,,0.0,0
信義區,建物,臺北市信義區基隆路一段121~150號,0.0,商,,,10304,土地0建物1車位0,七層,13,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0950802,51.9,1,1,1,有,有,有,31000,597,,0.0,0
松山區,建物,臺北市松山區復興北路91~120號,0.0,商,,,10305,土地0建物3車位0,九層,16,辦公商業大樓,商業用,鋼筋混凝土造,0750106,1240.5700000000002,0,0,0,無,有,無,607580,490,,0.0,0
松山區,建物,臺北市松山區光復北路60巷1~30號,0.0,住,,,10304,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680730,107.63,2,2,2,有,無,有,32000,297,,0.0,0
松山區,建物,臺北市松山區敦化南一段80巷1~30號,0.0,其他,,,10304,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,127.98,3,2,2,有,無,有,32000,250,,0.0,0
信義區,建物,臺北市信義區基隆路一段101巷1~30號,0.0,住,,,10304,土地0建物1車位0,六層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961106,179.58999999999997,3,2,2,有,有,有,55000,306,坡道平面,46.84,0
信義區,建物,臺北市信義區基隆路一段101巷1~30號,0.0,商,,,10304,土地0建物1車位0,三層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961106,89.74,2,1,1,有,有,有,45000,501,,0.0,0
松山區,房地(土地+建物),臺北市松山區撫遠街376巷1~30號,45.0,住,,,10305,土地1建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0630717,109.67,4,2,2,有,無,無,30000,274,,0.0,0
,車位,臺北市中山區瑞光路301~330號,0.0,,,,10305,土地0建物0車位1,,,其他,,,,0.0,0,0,0,有,有,無,3150,,坡道平面,0.0,3150
內湖區,建物,臺北市內湖區文湖街31~60號,0.0,其他,,,10304,土地0建物1車位0,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991230,314.08,3,2,2,有,有,有,140000,446,坡道平面,54.1,0
內湖區,建物,臺北市內湖區內湖路一段411巷90弄1~30號,0.0,住,,,10305,土地0建物1車位0,五層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0981204,68.71000000000001,1,1,1,有,有,有,28000,408,,0.0,0
中山區,建物,臺北市中山區林森北路259巷1~30號,0.0,商,,,10305,土地0建物1車位0,十二層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850718,78.9,1,1,1,有,有,有,35000,444,,0.0,0
中山區,建物,臺北市中山區中山北路二段91~120號,0.0,商,,,10305,土地0建物1車位0,九層,12,辦公商業大樓,住家用,鋼筋混凝土造,0730322,45.83,1,0,1,有,有,無,15000,327,,0.0,0
中山區,建物,臺北市中山區中山北路二段91~120號,0.0,商,,,10304,土地0建物1車位0,十二層,12,辦公商業大樓,住家用,鋼筋混凝土造,0730322,45.83,1,0,1,有,有,無,16000,349,,0.0,0
中山區,建物,臺北市中山區建國北路一段124巷1~30號,0.0,住,,,10304,土地0建物1車位0,十一層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850727,198.86,3,1,2,有,有,有,50000,251,,0.0,0
