鄉鎮市區,交易標的,土地區段位置或建物區門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價每平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元
新豐鄉,土地,坑子口段2221~2250地號,930.0,,特定農業區,農牧用地,10305,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3090000,3323,,0.0,0
湖口鄉,土地,長嶺段241~270地號,2302.0,,特定農業區,農牧用地,10304,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,18500000,8036,,0.0,0
新豐鄉,房地(土地+建物),新竹縣新豐鄉中崙181~210號,104.62,,特定農業區,甲種建築用地,10304,土地2建物1車位0,全,004,透天厝,住家用,鋼筋混凝土造,1021212,110.9,4,1,3,有,無,7200000,64923,,0.0,0
湖口鄉,房地(土地+建物),新竹縣湖口鄉明賢路53巷20弄1~30號,55.06,住,,,10304,土地1建物1車位0,全,004,透天厝,住家用,鋼筋混凝土造,,190.54,4,2,3,有,無,5900000,30965,,0.0,0
湖口鄉,房地(土地+建物),新竹縣湖口鄉國泰街1~30號,42.44,,鄉村區,乙種建築用地,10304,土地1建物1車位0,五層,005,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820223,122.61,4,2,2,有,無,3590000,29280,,0.0,0
湖口鄉,房地(土地+建物),新竹縣湖口鄉德興路242巷1~30號,24.84,,特定農業區,甲種建築用地,10304,土地1建物1車位0,三層,004,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0831130,95.75,3,2,2,有,有,2400000,25065,,0.0,0
湖口鄉,土地,中勢段361~390地號,415.25,農,,,10303,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2763000,6654,,0.0,0
新豐鄉,房地(土地+建物),新竹縣新豐鄉瑞興村10鄰崁頭181~210號,30.54,,特定農業區,甲種建築用地,10304,土地1建物1車位0,一層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0840830,88.04,3,2,2,有,無,2120000,24080,,0.0,0
新豐鄉,房地(土地+建物),新竹縣新豐鄉榮華街127巷6弄1~30號,137.84,,山坡地保育區,丙種建築用地,10304,土地4建物1車位0,全,004,透天厝,見其他登記事項,鋼筋混凝土造,0960615,191.27,4,2,3,有,有,8080000,42244,,0.0,0
竹東鎮,房地(土地+建物),新竹縣竹東鎮幸福路121巷1~30號,13.24,住,,,10304,土地1建物1車位0,六層,013,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840801,87.75,3,1,1,有,無,2600000,29630,,0.0,0
新豐鄉,房地(土地+建物),新竹縣新豐鄉新庄路121~150號,27.72,住,,,10305,土地1建物1車位0,四層，五層,011,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830822,138.6,4,2,3,有,無,3200000,23088,,0.0,0
竹北市,房地(土地+建物),新竹縣竹北市文忠路121~150號,84.02,住,,,10303,土地5建物1車位0,全,004,透天厝,住家用,鋼筋混凝土造,0930607,171.97,5,2,3,有,無,13100000,76176,,0.0,0
新埔鎮,土地,下寮段481~510地號,291.0,,特定農業區,農牧用地,10304,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,950000,3265,,0.0,0
關西鎮,土地,湖肚段91~120地號,480.0,,一般農業區,農牧用地,10304,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,230400,480,,0.0,0
新埔鎮,土地,大坪段九芎湖小段151~180地號,2967.39,,山坡地保育區,農牧用地,10302,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6380000,2150,,0.0,0
新豐鄉,房地(土地+建物),新竹縣新豐鄉後湖子181~210號,73.09,,特定農業區,甲種建築用地,10304,土地1建物1車位0,全,004,透天厝,住家用,鋼筋混凝土造,0831011,151.26,4,2,2,有,無,2500000,16528,,0.0,0
竹東鎮,土地,上坪段211~240地號,3547.0,,山坡地保育區,農牧用地,10304,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6660000,1878,,0.0,0
橫山鄉,土地,油羅段481~510地號,1150.0,農,,,10305,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,241500,210,,0.0,0
竹東鎮,房地(土地+建物),新竹縣竹東鎮中豐路二段222巷1~30號,98.0,住,,,10305,土地1建物1車位0,全,004,透天厝,住家用,鋼筋混凝土造,,195.48,6,3,5,有,無,7550000,38623,,0.0,0
竹北市,土地,貓兒錠段山腳小段61~90地號,4551.5,,山坡地保育區,農牧用地,10304,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6880000,1512,,0.0,0
竹北市,土地,站後段91~120地號,151.93,住,,,10304,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6890000,45350,,0.0,0
關西鎮,土地,湖肚段421~450地號,146.5,,一般農業區,農牧用地,10304,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,61530,420,,0.0,0
芎林鄉,土地,竹林段301~330地號,666.5,,特定農業區,農牧用地,10305,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6011000,9019,,0.0,0
