鄉鎮市區,交易標的,土地區段位置或建物區門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價每平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元
草屯鎮,房地(土地+建物),南投縣草屯鎮建興街271~300號,95.19,住,,,10303,土地2建物1車位0,全,002,透天厝,住家用,鋼筋混凝土加強磚造,0570817,80.96,3,2,1,有,無,4200000,51877,,0.0,0
草屯鎮,房地(土地+建物),南投縣草屯鎮中正路培英巷2弄31~60號,107.33,,特定農業區,甲種建築用地,10304,土地5建物1車位0,全,004,透天厝,見其他登記事項,鋼筋混凝土造,1020902,252.7,4,2,5,有,有,13600000,53819,,0.0,0
草屯鎮,土地,頂崁段751~780地號,5548.56,,特定農業區,農牧用地,10304,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,29130150,5250,,0.0,0
仁愛鄉,土地,武界段31~60地號,24539.0,,森林區,農牧用地,10305,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2600000,106,,0.0,0
竹山鎮,房地(土地+建物),南投縣竹山鎮集山路三段831巷1~30號,68.0,商,,,10304,土地1建物1車位0,全,004,透天厝,住商用,鋼筋混凝土加強磚造,0700508,166.5,3,2,2,有,無,2980000,17898,,0.0,0
竹山鎮,房地(土地+建物),南投縣竹山鎮集山路三段831巷1~30號,68.0,商,,,10304,土地1建物1車位0,全,004,透天厝,住商用,鋼筋混凝土加強磚造,0700508,166.5,3,2,2,有,無,2980000,17898,,0.0,0
竹山鎮,房地(土地+建物),南投縣竹山鎮大義街91~120號,129.1,住,,,10304,土地1建物1車位0,全,004,透天厝,見其他登記事項,鋼筋混凝土造,1020131,242.25,5,2,4,有,無,9500000,39216,,0.0,0
竹山鎮,土地,大坑段大坑小段1~30地號,14633.0,,山坡地保育區,林業用地,10304,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3300000,226,,0.0,0
魚池鄉,土地,內池段1171~1200地號,2688.28,農,,,10304,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6505000,2420,,0.0,0
魚池鄉,土地,內池段1171~1200地號,1671.49,農,,,10304,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4045000,2420,,0.0,0
埔里鎮,房地(土地+建物),南投縣埔里鎮漢陽一街1~30號,89.0,住,,,10304,土地1建物1車位0,全,003,透天厝,住家用,鋼筋混凝土造,1030213,188.76,4,2,5,有,無,10200000,54037,,0.0,0
埔里鎮,房地(土地+建物),南投縣埔里鎮漢陽一街31~60號,82.0,住,,,10304,土地1建物1車位0,全,003,透天厝,住家用,鋼筋混凝土造,1030213,174.99,4,2,5,有,無,9760000,55775,,0.0,0
埔里鎮,房地(土地+建物),南投縣埔里鎮漢陽一街1~30號,97.0,住,,,10304,土地1建物1車位0,全,003,透天厝,住家用,鋼筋混凝土造,1030213,193.63,4,2,5,有,無,10480000,54124,,0.0,0
埔里鎮,土地,珠格段781~810地號,3961.11,,特定農業區,農牧用地,10304,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,13180000,3327,,0.0,0
埔里鎮,土地,忠信段781~810地號,558.22,農,,,10304,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4380000,7846,,0.0,0
埔里鎮,房地(土地+建物),南投縣埔里鎮三勰路1~30號,1890.32,,特定農業區,農牧用地,10304,土地2建物1車位0,一層，二層，屋頂突出物,002,農舍,見其他登記事項,鋼筋混凝土造,0921021,177.86,4,3,3,有,無,19000000,,,0.0,0
埔里鎮,土地,水尾段751~780地號,4993.0,,山坡地保育區,農牧用地,10304,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7550000,1512,,0.0,0
草屯鎮,土地,新埔段481~510地號,1361.45,,特定農業區,農牧用地,10304,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5000000,3673,,0.0,0
草屯鎮,房地(土地+建物),南投縣草屯鎮富林路一段1~30號,589.14,住,,,10304,土地4建物2車位0,全,004,透天厝,住商用,鋼筋混凝土造,0950125,526.06,12,2,8,有,無,30100000,57218,,0.0,0
集集鎮,房地(土地+建物),南投縣集集鎮楊厝巷1~30號,92.06,住,,,10304,土地1建物1車位0,全,002,透天厝,住商用,鋼筋混凝土加強磚造,0720808,126.47,5,1,1,有,無,1620000,12809,,0.0,0
竹山鎮,土地,延正段541~570地號,927.93,,特定農業區,農牧用地,10304,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7860000,8470,,0.0,0
埔里鎮,房地(土地+建物),南投縣埔里鎮中山路三段511~540號,137.24,住,,,10304,土地2建物1車位0,全,002,透天厝,住商用,鋼筋混凝土造,0650501,160.69,3,2,2,有,無,7700000,47918,,0.0,0
埔里鎮,土地,桃米坑段1801~1830地號,14920.0,,山坡地保育區,農牧用地,10304,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4340000,291,,0.0,0
埔里鎮,房地(土地+建物),南投縣埔里鎮六合路173巷1~30號,20.21,住,,,10303,土地1建物1車位0,七層,007,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0820830,113.69,3,2,2,有,有,3600000,31665,,0.0,0
埔里鎮,土地,忠心段991~1020地號,197.96,住,,,10304,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7180000,36270,,0.0,0
鹿谷鄉,土地,內樹皮段421~450地號,129.0,住,,,10305,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,8970000,69535,,0.0,0
鹿谷鄉,土地,頂堀段421~450地號,786.31,其他,,,10305,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2593800,3299,,0.0,0
埔里鎮,房地(土地+建物),南投縣埔里鎮中正路60巷1~30號,16.72,,山坡地保育區,丙種建築用地,10304,土地1建物1車位0,三層,009,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0831128,43.6,0,0,0,無,有,600000,13761,,0.0,0
草屯鎮,土地,隘寮段1~30地號,218.63,住,,,10304,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1650000,7547,,0.0,0
草屯鎮,土地,隘寮段1~30地號,219.75,住,,,10304,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1650000,7509,,0.0,0
草屯鎮,土地,新永安段601~630地號,2108.34,農,,,10304,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,27424110,13007,,0.0,0
草屯鎮,土地,上林段181~210地號,80.0,,特定農業區,農牧用地,10304,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,240000,3000,,0.0,0
草屯鎮,房地(土地+建物),南投縣草屯鎮草屯鎮石川路31~60號,119.83,,鄉村區,乙種建築用地,10304,土地1建物1車位0,全,004,透天厝,住家用,鋼筋混凝土造,1030220,216.31,4,3,3,有,無,8600000,39758,,0.0,0
南投市,土地,首區段31~60地號,149.04,住,,,10304,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,11812165,79255,,0.0,0
南投市,房地(土地+建物),南投縣南投巿華陽路391巷31~60號,89.0,住,,,10111,土地2建物1車位0,全,004,透天厝,住家用,鋼筋混凝土造,1021127,172.52,4,3,3,有,無,7000000,40575,,0.0,0
草屯鎮,房地(土地+建物),南投縣草屯鎮新富一街31~60號,160.26,住,,,10304,土地1建物1車位0,全,004,透天厝,見其他登記事項,鋼筋混凝土造,1020626,297.27,5,2,5,有,無,28150000,94695,,0.0,0
南投市,房地(土地+建物),南投縣南投巿祖祠路425巷1~30號,95.0,住,,,10304,土地2建物1車位0,全,002,透天厝,住家用,鋼筋混凝土加強磚造,0691106,100.45,4,2,2,有,無,3650000,36336,,0.0,0
南投市,土地,營南段391~420地號,158.63,,鄉村區,乙種建築用地,10304,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3104674,19572,,0.0,0
南投市,土地,福興段61~90地號,2605.85,農,,,10304,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7800000,2993,,0.0,0
南投市,房地(土地+建物),南投縣南投巿中興路451~480號,11.94,住,,,10304,土地1建物1車位0,七層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821110,102.29,3,1,2,有,無,1500000,14664,,0.0,0
